Game;Test Name;Duration (ms);Passed;Failure Message;Type;;;;Total Tests;Success Rate;Mean Execution Time
"Jeu de Renard (Two Foxes)";"pieceDeclaredAsShared";54;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Jeu de Renard (Two Foxes)";"eachPieceReferenceNotDuplicated";50;false;"The game does not have any piece declared as Each";Static;;;;;;
"Jeu de Renard (Two Foxes)";"AllPlayerDeclared";50;true;;Static;;;;;;
"Jeu de Renard (Two Foxes)";"equalNumberOfPiecesOnTheBoard";50;false;"Players do not have the same number of pieces";Static;;;;;;
"Jeu de Renard (Two Foxes)";"sizeOfTrack";43;false;"Track concept is not present";Static;;;;;;
"Jeu de Renard";"lineLessOrEqualThanBoardSide";34;false;"Line concept is not present";Static;;;;;;
"Jeu de Renard";"pieceDeclaredAsEach";76;false;"The game does not have any piece declared as Each";Static;;;;;;
"Jeu de Renard";"pieceDeclaredAsNeutral";32;true;;Static;;;;;;
"Jeu de Renard";"pieceDeclaredAsShared";34;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Jeu de Renard";"eachPieceReferenceNotDuplicated";30;false;"The game does not have any piece declared as Each";Static;;;;;;
"Jeu de Renard";"AllPlayerDeclared";29;true;;Static;;;;;;
"Jeu de Renard";"equalNumberOfPiecesOnTheBoard";26;false;"Players do not have the same number of pieces";Static;;;;;;
"Jeu de Renard";"sizeOfTrack";38;false;"Track concept is not present";Static;;;;;;
"Jeu du Renard et de la Poule";"lineLessOrEqualThanBoardSide";33;false;"Line concept is not present";Static;;;;;;
"Jeu du Renard et de la Poule";"pieceDeclaredAsEach";65;false;"The game does not have any piece declared as Each";Static;;;;;;
"Jeu du Renard et de la Poule";"pieceDeclaredAsNeutral";28;true;;Static;;;;;;
"Jeu du Renard et de la Poule";"pieceDeclaredAsShared";23;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Jeu du Renard et de la Poule";"eachPieceReferenceNotDuplicated";27;false;"The game does not have any piece declared as Each";Static;;;;;;
"Jeu du Renard et de la Poule";"AllPlayerDeclared";30;true;;Static;;;;;;
"Jeu du Renard et de la Poule";"equalNumberOfPiecesOnTheBoard";27;true;;Static;;;;;;
"Jeu du Renard et de la Poule";"sizeOfTrack";34;false;"Track concept is not present";Static;;;;;;
"Jeu Militaire";"lineLessOrEqualThanBoardSide";18;false;"Line concept is not present";Static;;;;;;
"Jeu Militaire";"pieceDeclaredAsEach";63;false;"The game does not have any piece declared as Each";Static;;;;;;
