Game;Test Name;Duration (ms);Passed;Failure Message;Type;;;;Total Tests;Success Rate;Mean Execution Time
"Fallas";"eachPieceReferenceNotDuplicated";29;false;"The game does not have any piece declared as Each";Static;;;;;;
"Fallas";"pieceDeclaredAsEach";78;true;;Static;;;;;;
"Fallas";"pieceDeclaredAsShared";30;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Fallas";"pieceDeclaredAsNeutral";42;true;;Static;;;;;;
"Fallas";"AllPlayerDeclared";31;true;;Static;;;;;;
"Fallas";"equalNumberOfPiecesOnTheBoard";32;true;;Static;;;;;;
"Fallas";"sizeOfTrack";32;false;"The owner 0 does not have a track";Static;;;;;;
"Fevga";"lineLessOrEqualThanBoardSide";27;false;"Line concept is not present";Static;;;;;;
"Fevga";"eachPieceReferenceNotDuplicated";37;false;"The game does not have any piece declared as Each";Static;;;;;;
"Fevga";"pieceDeclaredAsEach";61;true;;Static;;;;;;
"Fevga";"pieceDeclaredAsShared";22;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Fevga";"pieceDeclaredAsNeutral";22;true;;Static;;;;;;
"Fevga";"AllPlayerDeclared";31;true;;Static;;;;;;
"Fevga";"equalNumberOfPiecesOnTheBoard";28;true;;Static;;;;;;
"Fevga";"sizeOfTrack";36;false;"The owner 0 does not have a track";Static;;;;;;
"Frangieh";"lineLessOrEqualThanBoardSide";38;false;"Line concept is not present";Static;;;;;;
"Frangieh";"eachPieceReferenceNotDuplicated";47;false;"The game does not have any piece declared as Each";Static;;;;;;
"Frangieh";"pieceDeclaredAsEach";69;true;;Static;;;;;;
"Frangieh";"pieceDeclaredAsShared";34;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Frangieh";"pieceDeclaredAsNeutral";41;true;;Static;;;;;;
"Frangieh";"AllPlayerDeclared";34;true;;Static;;;;;;
"Frangieh";"equalNumberOfPiecesOnTheBoard";34;true;;Static;;;;;;
"Frangieh";"sizeOfTrack";42;false;"The owner 0 does not have a track";Static;;;;;;
"Garanguet";"lineLessOrEqualThanBoardSide";42;false;"Line concept is not present";Static;;;;;;
"Garanguet";"eachPieceReferenceNotDuplicated";56;false;"The game does not have any piece declared as Each";Static;;;;;;
"Garanguet";"pieceDeclaredAsEach";77;true;;Static;;;;;;
"Garanguet";"pieceDeclaredAsShared";44;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Garanguet";"pieceDeclaredAsNeutral";45;true;;Static;;;;;;
"Garanguet";"AllPlayerDeclared";48;true;;Static;;;;;;
"Garanguet";"equalNumberOfPiecesOnTheBoard";45;true;;Static;;;;;;
"Garanguet";"sizeOfTrack";46;false;"The owner 0 does not have a track";Static;;;;;;
"Ghingskoot";"lineLessOrEqualThanBoardSide";36;false;"Line concept is not present";Static;;;;;;
"Ghingskoot";"eachPieceReferenceNotDuplicated";35;false;"The game does not have any piece declared as Each";Static;;;;;;
"Ghingskoot";"pieceDeclaredAsEach";78;false;"Ludeme Each for a Piece requires at least one definition of PieceN, with N > 0";Static;;;;;;
"Ghingskoot";"pieceDeclaredAsShared";33;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Ghingskoot";"pieceDeclaredAsNeutral";34;true;;Static;;;;;;
"Ghingskoot";"AllPlayerDeclared";35;true;;Static;;;;;;
"Ghingskoot";"equalNumberOfPiecesOnTheBoard";31;true;;Static;;;;;;
"Ghingskoot";"sizeOfTrack";34;false;"The owner 0 does not have a track";Static;;;;;;
"Grand Trictrac";"lineLessOrEqualThanBoardSide";121;false;"Line concept is not present";Static;;;;;;
"Grand Trictrac";"eachPieceReferenceNotDuplicated";111;false;"Cannot invoke ""game.equipment.Equipment.components()"" because the return value of ""game.Game.equipment()"" is null";Static;;;;;;
"Grand Trictrac";"pieceDeclaredAsEach";137;false;"Cannot invoke ""game.equipment.Equipment.components()"" because the return value of ""game.Game.equipment()"" is null";Static;;;;;;
"Grand Trictrac";"pieceDeclaredAsShared";100;false;"Cannot invoke ""game.equipment.Equipment.components()"" because the return value of ""game.Game.equipment()"" is null";Static;;;;;;
"Grand Trictrac";"pieceDeclaredAsNeutral";103;false;"Cannot invoke ""game.equipment.Equipment.components()"" because the return value of ""game.Game.equipment()"" is null";Static;;;;;;
"Grand Trictrac";"AllPlayerDeclared";86;true;;Static;;;;;;
"Grand Trictrac";"equalNumberOfPiecesOnTheBoard";92;false;"Cannot invoke ""game.equipment.container.board.Board.topology()"" because the return value of ""game.Game.board()"" is null";Static;;;;;;
"Grand Trictrac";"sizeOfTrack";90;false;"Cannot invoke ""game.equipment.container.board.Board.graph()"" because the return value of ""game.Game.board()"" is null";Static;;;;;;
"Had";"lineLessOrEqualThanBoardSide";17;false;"Line concept is not present";Static;;;;;;
"Had";"eachPieceReferenceNotDuplicated";19;false;"The game does not have any piece declared as Each";Static;;;;;;
"Had";"pieceDeclaredAsEach";47;true;;Static;;;;;;
"Had";"pieceDeclaredAsShared";16;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Had";"pieceDeclaredAsNeutral";16;true;;Static;;;;;;
"Had";"AllPlayerDeclared";18;true;;Static;;;;;;
"Had";"equalNumberOfPiecesOnTheBoard";19;true;;Static;;;;;;
"Had";"sizeOfTrack";17;false;"The owner 0 does not have a track";Static;;;;;;
"Imperial";"lineLessOrEqualThanBoardSide";22;false;"Line concept is not present";Static;;;;;;
"Imperial";"eachPieceReferenceNotDuplicated";21;false;"The game does not have any piece declared as Each";Static;;;;;;
"Imperial";"pieceDeclaredAsEach";54;true;;Static;;;;;;
"Imperial";"pieceDeclaredAsShared";25;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Imperial";"pieceDeclaredAsNeutral";19;true;;Static;;;;;;
"Imperial";"AllPlayerDeclared";19;true;;Static;;;;;;
"Imperial";"equalNumberOfPiecesOnTheBoard";22;true;;Static;;;;;;
"Imperial";"sizeOfTrack";21;false;"The owner 0 does not have a track";Static;;;;;;
"Jacquet de Versailles";"lineLessOrEqualThanBoardSide";64;false;"Line concept is not present";Static;;;;;;
"Jacquet de Versailles";"eachPieceReferenceNotDuplicated";71;false;"The game does not have any piece declared as Each";Static;;;;;;
"Jacquet de Versailles";"pieceDeclaredAsEach";110;true;;Static;;;;;;
"Jacquet de Versailles";"pieceDeclaredAsShared";64;false;"The game does not have any piece declared as Shared";Static;;;;;;
